1,6,46.00,542.00,97.00,174.00,1,-1,-1,-1
1,3,165.00,403.00,69.00,122.00,1,-1,-1,-1
1,12,208.00,256.00,39.00,95.00,1,-1,-1,-1
1,4,359.00,222.00,45.00,86.00,1,-1,-1,-1
1,7,638.00,600.00,89.00,182.00,1,-1,-1,-1
1,5,840.00,251.00,44.00,100.00,1,-1,-1,-1
1,8,968.00,370.00,62.00,104.00,1,-1,-1,-1
1,1,1000.00,791.00,73.00,202.00,1,-1,-1,-1
1,2,1639.00,426.00,47.00,140.00,1,-1,-1,-1
2,6,47.00,540.00,97.00,174.00,1,-1,-1,-1
2,3,167.00,401.00,70.00,123.00,1,-1,-1,-1
2,12,212.00,255.00,39.00,95.00,1,-1,-1,-1
2,4,359.00,220.00,45.00,87.00,1,-1,-1,-1
2,7,639.00,597.00,89.00,182.00,1,-1,-1,-1
2,5,841.00,250.00,44.00,100.00,1,-1,-1,-1
2,8,974.00,368.00,64.00,104.00,1,-1,-1,-1
2,1,996.00,792.00,78.00,202.00,1,-1,-1,-1
2,2,1638.00,424.00,47.00,140.00,1,-1,-1,-1
3,6,49.00,538.00,97.00,174.00,1,-1,-1,-1
3,3,169.00,399.00,70.00,124.00,1,-1,-1,-1
3,12,216.00,253.00,39.00,95.00,1,-1,-1,-1
3,4,359.00,217.00,45.00,88.00,1,-1,-1,-1
3,7,639.00,594.00,89.00,182.00,1,-1,-1,-1
3,5,843.00,249.00,44.00,100.00,1,-1,-1,-1
3,8,979.00,366.00,66.00,104.00,1,-1,-1,-1
3,1,993.00,793.00,82.00,202.00,1,-1,-1,-1
3,2,1637.00,422.00,47.00,140.00,1,-1,-1,-1
4,6,50.00,536.00,97.00,174.00,1,-1,-1,-1
4,3,172.00,398.00,71.00,125.00,1,-1,-1,-1
4,12,219.00,251.00,39.00,95.00,1,-1,-1,-1
4,4,359.00,215.00,45.00,89.00,1,-1,-1,-1
4,7,639.00,591.00,89.00,182.00,1,-1,-1,-1
4,5,844.00,248.00,44.00,100.00,1,-1,-1,-1
4,8,984.00,365.00,68.00,104.00,1,-1,-1,-1
4,1,989.00,794.00,86.00,202.00,1,-1,-1,-1
4,2,1636.00,420.00,47.00,140.00,1,-1,-1,-1
5,6,53.00,532.00,97.00,174.00,1,-1,-1,-1
5,3,176.00,394.00,73.00,127.00,1,-1,-1,-1
5,12,226.00,248.00,39.00,95.00,1,-1,-1,-1
5,4,359.00,211.00,45.00,91.00,1,-1,-1,-1
5,7,640.00,586.00,89.00,182.00,1,-1,-1,-1
5,5,846.00,246.00,44.00,100.00,1,-1,-1,-1
5,1,982.00,796.00,95.00,202.00,1,-1,-1,-1
5,8,995.00,361.00,72.00,105.00,1,-1,-1,-1
5,2,1634.00,416.00,47.00,140.00,1,-1,-1,-1
6,6,53.00,532.00,97.00,174.00,1,-1,-1,-1
6,3,176.00,394.00,73.00,127.00,1,-1,-1,-1
6,12,226.00,248.00,39.00,95.00,1,-1,-1,-1
6,4,359.00,211.00,45.00,91.00,1,-1,-1,-1
6,7,640.00,586.00,89.00,182.00,1,-1,-1,-1
6,5,846.00,245.00,44.00,100.00,1,-1,-1,-1
6,1,982.00,796.00,95.00,202.00,1,-1,-1,-1
6,8,995.00,361.00,72.00,105.00,1,-1,-1,-1
6,2,1634.00,416.00,47.00,140.00,1,-1,-1,-1
7,6,61.00,529.00,91.00,174.00,1,-1,-1,-1
7,3,185.00,392.00,69.00,127.00,1,-1,-1,-1
7,12,230.00,247.00,40.00,95.00,1,-1,-1,-1
7,4,358.00,210.00,47.00,90.00,1,-1,-1,-1
7,7,642.00,586.00,89.00,182.00,1,-1,-1,-1
7,5,846.00,244.00,44.00,100.00,1,-1,-1,-1
7,1,979.00,795.00,95.00,204.00,1,-1,-1,-1
7,8,1006.00,361.00,72.00,103.00,1,-1,-1,-1
7,2,1633.00,415.00,47.00,138.00,1,-1,-1,-1
8,6,70.00,527.00,85.00,174.00,1,-1,-1,-1
8,3,194.00,390.00,65.00,127.00,1,-1,-1,-1
8,12,234.00,246.00,41.00,94.00,1,-1,-1,-1
8,4,358.00,209.00,48.00,89.00,1,-1,-1,-1
8,7,643.00,585.00,89.00,182.00,1,-1,-1,-1
8,5,847.00,242.00,44.00,100.00,1,-1,-1,-1
8,1,975.00,794.00,95.00,206.00,1,-1,-1,-1
8,8,1017.00,361.00,72.00,102.00,1,-1,-1,-1
8,2,1631.00,415.00,47.00,137.00,1,-1,-1,-1
9,6,78.00,524.00,79.00,174.00,1,-1,-1,-1
9,3,204.00,389.00,61.00,127.00,1,-1,-1,-1
9,12,238.00,245.00,42.00,93.00,1,-1,-1,-1
9,4,358.00,208.00,50.00,88.00,1,-1,-1,-1
9,7,644.00,585.00,89.00,182.00,1,-1,-1,-1
9,5,848.00,240.00,44.00,100.00,1,-1,-1,-1
9,1,971.00,794.00,95.00,208.00,1,-1,-1,-1
9,8,1027.00,361.00,72.00,101.00,1,-1,-1,-1
9,2,1630.00,415.00,47.00,135.00,1,-1,-1,-1
10,6,94.00,519.00,67.00,174.00,1,-1,-1,-1
10,3,222.00,386.00,54.00,127.00,1,-1,-1,-1
10,12,246.00,243.00,44.00,92.00,1,-1,-1,-1
10,4,357.00,207.00,54.00,87.00,1,-1,-1,-1
10,7,646.00,584.00,89.00,182.00,1,-1,-1,-1
10,5,849.00,236.00,44.00,100.00,1,-1,-1,-1
10,1,964.00,792.00,95.00,213.00,1,-1,-1,-1
10,8,1049.00,360.00,72.00,98.00,1,-1,-1,-1
10,2,1627.00,414.00,47.00,131.00,1,-1,-1,-1
11,6,94.00,519.00,67.00,174.00,1,-1,-1,-1
11,3,222.00,386.00,54.00,127.00,1,-1,-1,-1
11,12,246.00,243.00,44.00,92.00,1,-1,-1,-1
11,4,357.00,207.00,54.00,87.00,1,-1,-1,-1
11,7,647.00,584.00,89.00,182.00,1,-1,-1,-1
11,5,849.00,236.00,44.00,100.00,1,-1,-1,-1
11,1,964.00,792.00,95.00,213.00,1,-1,-1,-1
11,8,1049.00,360.00,72.00,98.00,1,-1,-1,-1
11,2,1627.00,414.00,47.00,131.00,1,-1,-1,-1
12,6,100.00,518.00,69.00,174.00,1,-1,-1,-1
12,3,229.00,384.00,54.00,127.00,1,-1,-1,-1
12,12,251.00,241.00,44.00,92.00,1,-1,-1,-1
12,4,359.00,206.00,50.00,86.00,1,-1,-1,-1
12,7,648.00,583.00,89.00,182.00,1,-1,-1,-1
12,5,849.00,235.00,45.00,100.00,1,-1,-1,-1
12,1,960.00,792.00,95.00,213.00,1,-1,-1,-1
12,8,1060.00,359.00,68.00,100.00,1,-1,-1,-1
12,2,1624.00,414.00,49.00,130.00,1,-1,-1,-1
13,6,105.00,517.00,71.00,174.00,1,-1,-1,-1
13,3,235.00,383.00,54.00,127.00,1,-1,-1,-1
13,12,256.00,239.00,44.00,92.00,1,-1,-1,-1
13,4,362.00,204.00,46.00,85.00,1,-1,-1,-1
13,7,650.00,583.00,89.00,182.00,1,-1,-1,-1
13,5,849.00,234.00,46.00,100.00,1,-1,-1,-1
13,1,956.00,792.00,95.00,213.00,1,-1,-1,-1
13,8,1072.00,358.00,64.00,101.00,1,-1,-1,-1
13,2,1621.00,414.00,51.00,129.00,1,-1,-1,-1
14,6,110.00,516.00,74.00,174.00,1,-1,-1,-1
14,3,242.00,381.00,54.00,127.00,1,-1,-1,-1
14,12,261.00,237.00,44.00,92.00,1,-1,-1,-1
14,4,364.00,203.00,43.00,85.00,1,-1,-1,-1
14,7,651.00,582.00,89.00,182.00,1,-1,-1,-1
14,5,850.00,233.00,48.00,100.00,1,-1,-1,-1
14,1,952.00,792.00,95.00,213.00,1,-1,-1,-1
14,8,1084.00,357.00,60.00,102.00,1,-1,-1,-1
14,2,1618.00,414.00,53.00,128.00,1,-1,-1,-1
15,6,121.00,514.00,78.00,174.00,1,-1,-1,-1
15,3,256.00,379.00,54.00,127.00,1,-1,-1,-1
15,12,270.00,234.00,44.00,92.00,1,-1,-1,-1
15,4,369.00,200.00,36.00,83.00,1,-1,-1,-1
15,7,654.00,582.00,89.00,182.00,1,-1,-1,-1
15,5,850.00,231.00,50.00,100.00,1,-1,-1,-1
15,1,944.00,792.00,95.00,213.00,1,-1,-1,-1
15,8,1107.00,354.00,52.00,105.00,1,-1,-1,-1
15,2,1611.00,413.00,57.00,126.00,1,-1,-1,-1
16,6,121.00,514.00,78.00,174.00,1,-1,-1,-1
16,3,256.00,379.00,54.00,127.00,1,-1,-1,-1
16,12,270.00,234.00,44.00,92.00,1,-1,-1,-1
16,4,369.00,200.00,36.00,83.00,1,-1,-1,-1
16,7,654.00,582.00,89.00,182.00,1,-1,-1,-1
16,5,850.00,231.00,50.00,100.00,1,-1,-1,-1
16,1,944.00,792.00,95.00,213.00,1,-1,-1,-1
16,8,1107.00,354.00,52.00,105.00,1,-1,-1,-1
16,2,1611.00,413.00,57.00,126.00,1,-1,-1,-1
17,6,129.00,511.00,78.00,174.00,1,-1,-1,-1
17,3,264.00,376.00,54.00,127.00,1,-1,-1,-1
17,12,276.00,233.00,44.00,92.00,1,-1,-1,-1
17,4,370.00,198.00,39.00,83.00,1,-1,-1,-1
17,7,658.00,579.00,86.00,181.00,1,-1,-1,-1
17,5,854.00,230.00,50.00,100.00,1,-1,-1,-1
17,1,943.00,793.00,95.00,213.00,1,-1,-1,-1
17,8,1117.00,353.00,54.00,107.00,1,-1,-1,-1
17,2,1610.00,413.00,58.00,126.00,1,-1,-1,-1
18,6,138.00,508.00,78.00,174.00,1,-1,-1,-1
18,3,272.00,374.00,54.00,127.00,1,-1,-1,-1
18,12,283.00,231.00,44.00,92.00,1,-1,-1,-1
18,4,370.00,197.00,42.00,83.00,1,-1,-1,-1
18,7,663.00,576.00,84.00,179.00,1,-1,-1,-1
18,5,857.00,228.00,50.00,100.00,1,-1,-1,-1
18,1,941.00,793.00,95.00,213.00,1,-1,-1,-1
18,8,1128.00,351.00,57.00,110.00,1,-1,-1,-1
18,2,1608.00,413.00,59.00,126.00,1,-1,-1,-1
19,6,146.00,505.00,78.00,174.00,1,-1,-1,-1
19,3,280.00,371.00,54.00,127.00,1,-1,-1,-1
19,12,289.00,230.00,44.00,92.00,1,-1,-1,-1
19,4,371.00,195.00,45.00,83.00,1,-1,-1,-1
19,7,668.00,573.00,81.00,178.00,1,-1,-1,-1
19,5,860.00,227.00,50.00,100.00,1,-1,-1,-1
19,1,940.00,793.00,95.00,213.00,1,-1,-1,-1
19,8,1138.00,350.00,60.00,112.00,1,-1,-1,-1
19,2,1607.00,413.00,61.00,126.00,1,-1,-1,-1
20,6,162.00,498.00,78.00,174.00,1,-1,-1,-1
20,3,296.00,366.00,54.00,127.00,1,-1,-1,-1
20,12,301.00,228.00,44.00,92.00,1,-1,-1,-1
20,4,372.00,192.00,52.00,83.00,1,-1,-1,-1
20,7,677.00,568.00,76.00,174.00,1,-1,-1,-1
20,5,867.00,225.00,50.00,100.00,1,-1,-1,-1
20,1,939.00,794.00,95.00,213.00,1,-1,-1,-1
20,8,1158.00,347.00,65.00,116.00,1,-1,-1,-1
20,2,1604.00,413.00,64.00,126.00,1,-1,-1,-1
21,6,162.00,498.00,78.00,174.00,1,-1,-1,-1
21,3,296.00,366.00,54.00,127.00,1,-1,-1,-1
21,12,301.00,228.00,44.00,92.00,1,-1,-1,-1
21,4,372.00,192.00,52.00,83.00,1,-1,-1,-1
21,7,677.00,568.00,76.00,174.00,1,-1,-1,-1
21,5,867.00,225.00,50.00,100.00,1,-1,-1,-1
21,1,937.00,794.00,95.00,213.00,1,-1,-1,-1
21,8,1158.00,347.00,65.00,116.00,1,-1,-1,-1
21,2,1604.00,413.00,64.00,126.00,1,-1,-1,-1
24,6,184.00,492.00,71.00,174.00,1,-1,-1,-1
24,12,316.00,221.00,44.00,92.00,1,-1,-1,-1
